id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,tokens,held_fraction,divergences,correct,analytic_speedup
fact-answer-changing-edit,fact_answer,entropy_scaled:tau=1.5,1,0.3917,353.8,0.01,5,2,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,baseline,2,0.4801,17.86,461.54,1,0,31,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau:0.0,2,0.3909,352.95,0.01,5,2,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,tau:3.0,2,0.3863,347.28,0.01,5,2,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,entropy_scaled:tau=1.5,2,0.3874,347.99,0.01,5,2,30,0.8667,1,pass,2.7273
fact-relabel-column,fact_answer,baseline,0,0.4879,18.18,469.07,1,0,32,,,FAIL,1.0
fact-relabel-column,fact_answer,tau:0.0,0,0.3394,301.96,0.01,5,2,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,tau:3.0,0,0.2272,217.9,0.0,1,1,30,1.0,0,FAIL,15.0
fact-relabel-column,fact_answer,entropy_scaled:tau=1.5,0,0.3398,302.31,0.01,5,2,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,baseline,1,0.4917,17.88,473.24,1,0,32,,,FAIL,1.0
fact-relabel-column,fact_answer,tau:0.0,1,0.342,304.79,0.01,5,2,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,tau:3.0,1,0.2279,219.18,0.0,1,1,30,1.0,0,FAIL,15.0
fact-relabel-column,fact_answer,entropy_scaled:tau=1.5,1,0.3404,302.25,0.01,5,2,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,baseline,2,0.488,18.41,468.9,1,0,32,,,FAIL,1.0
fact-relabel-column,fact_answer,tau:0.0,2,0.3394,301.58,0.01,5,2,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,tau:3.0,2,0.231,222.38,0.0,1,1,30,1.0,0,FAIL,15.0
fact-relabel-column,fact_answer,entropy_scaled:tau=1.5,2,0.3412,303.72,0.01,5,2,31,0.871,1,FAIL,2.8182
